id,obs_id,choice,chosen_alt,avail_car,avail_bus,avail_rail,avail_taxi,avail_cycling,avail_walking,car_travel_time_min,bus_ivt_time_min,rail_ivt_time_min,taxi_travel_time_min,cycling_travel_time_min,walking_travel_time_min,total_car_cost,bus_cost_total_per_leg,rail_cost_total_per_leg,taxi_cost,ovt_bus_min,ovt_rail_min,city,hh_size,purpose,income_perso,income_hh,age,education,female,british_origin,occ,n_car
34804,1,3,rail,1,1,1,1,1,1,12.7666666666667,11.0,10.0,12.7666666666667,14.0166666666667,37.9666666666667,8.55981617857005,2.3,2.9,5.87730916666667,6.4166666666667,6.5333333333333,1,4,2.0,1,1,1,3,1,1,1.0,1
34858,2,3,rail,0,0,1,1,1,0,14.3,4.0,4.0,14.3,13.6833333333333,43.6666666666667,0.525600441215535,2.3,2.9,6.01745708333333,6.2833333333333,6.2833333333333,1,4,1.0,1,1,1,3,1,1,1.0,1
34968,3,1,car,1,1,0,1,1,1,6.06666666666667,4.0,0.0,6.06666666666667,5.65,17.5333333333333,0.240133808605326,1.5,0.0,4.08093666666667,10.0666666666667,0.0001,1,4,4.0,1,1,1,3,1,1,1.0,1
35005,4,5,cycling,1,1,1,1,1,1,9.95,20.1833333333333,9.0,9.95,12.95,37.2166666666667,7.71046963008907,2.3,2.9,5.46217583333333,6.8333333333334,19.0666666666667,1,4,2.0,1,1,1,3,1,1,1.0,1
35059,5,5,cycling,0,1,1,1,1,1,8.9,13.0,4.0,8.9,11.9833333333333,38.3166666666667,0.499485505428909,2.3,2.9,5.49215958333333,8.95,14.6666666666667,1,4,3.0,1,1,1,3,1,1,1.0,1
35077,6,1,car,1,1,0,1,1,0,11.95,26.6166666666667,20.6,11.95,21.9833333333333,66.2333333333333,0.742269114180419,4.6,4.6,6.60320708333333,14.1166666666666,21.75,1,4,2.0,1,1,1,3,1,1,1.0,1
35305,7,1,car,1,1,0,1,1,1,6.13333333333333,3.0,0.0,6.13333333333333,5.65,17.6166666666667,0.240964267976203,1.5,0.0,4.0906875,9.95,0.0001,1,4,4.0,1,1,1,3,1,1,1.0,1
35355,8,3,rail,1,1,1,1,1,1,10.8833333333333,5.53333333333333,9.0,10.8833333333333,12.3333333333333,37.2333333333333,8.46972128529451,2.3,2.9,5.45524375,15.1833333333334,9.0833333333333,1,4,2.0,1,1,1,3,1,1,1.0,1
35433,9,3,rail,0,1,1,1,1,0,12.5666666666667,12.0,4.0,12.5666666666667,14.1833333333333,41.2333333333333,0.552887088784768,2.3,2.9,5.91418666666667,7.0166666666667,8.65,1,4,1.0,1,1,1,3,1,1,1.0,1
35679,10,6,walking,0,1,0,0,0,1,2.55,2.48333333333333,0.0,2.55,2.45,8.71666666666667,0.118878370582107,1.5,0.0,3.35724958333333,4.61666666666667,0.0001,1,4,4.0,1,1,1,3,1,1,1.0,1
35698,11,4,taxi,0,1,1,1,1,1,10.1666666666667,13.0,9.0,10.1666666666667,11.3333333333333,35.8,3.47164145429303,2.3,2.9,5.60643291666667,13.5666666666667,15.3333333333333,1,4,4.0,1,1,1,3,1,1,1.0,1
35699,12,4,taxi,0,1,0,1,1,0,9.9,15.0,7.0,9.9,14.8166666666667,45.8833333333333,0.587133822227425,2.3,2.3,5.69336833333333,11.8666666666667,22.25,1,4,1.0,1,1,1,3,1,1,1.0,1
35853,13,1,car,1,1,0,1,1,0,18.95,38.1833333333333,0.0,18.95,22.3833333333333,66.6,0.778249038405189,4.6,0.0,7.44324208333333,13.3,0.0001,1,4,2.0,1,1,1,3,1,1,1.0,1
35953,14,3,rail,1,1,1,1,1,0,12.5833333333333,13.0,10.0,12.5833333333333,13.05,38.15,8.50674320869266,2.3,2.9,5.61976875,6.1166666666667,9.2833333333333,1,4,2.0,1,1,1,3,1,1,1.0,1
36067,15,3,rail,0,0,1,1,1,0,17.7,4.0,4.0,17.7,16.4833333333333,42.5833333333333,0.500783139283479,2.3,2.9,6.25606458333333,6.4,6.4,1,4,1.0,1,1,1,3,1,1,1.0,1
36151,16,1,car,1,1,0,1,1,0,15.3833333333333,30.45,0.0,15.3833333333333,22.5166666666667,66.8666666666667,0.77732742626588,4.6,0.0,7.06209875,12.0333333333333,0.0001,1,4,2.0,1,1,1,3,1,1,1.0,1
36224,17,3,rail,0,1,1,1,1,1,12.2333333333333,11.0,10.0,12.2333333333333,13.15,37.55,0.841593282879256,2.3,2.9,5.54985625,6.0166666666667,5.4166666666667,1,4,2.0,1,1,1,3,1,1,1.0,1
36241,18,3,rail,0,1,1,1,1,0,13.8333333333333,14.0,4.0,13.8333333333333,13.0,41.2166666666667,0.539676360965191,2.3,2.9,5.97351375,6.7833333333333,8.8,1,4,1.0,1,1,1,3,1,1,1.0,1
36333,19,6,walking,0,1,0,0,0,1,3.9,3.73333333333333,0.0,3.9,2.45,8.83333333333333,0.126920065277241,1.5,0.0,3.46790833333333,3.73333333333334,0.0001,1,4,4.0,1,1,1,3,1,1,1.0,1
36332,20,6,walking,0,1,0,0,0,1,4.6,4.0,0.0,4.6,2.56666666666667,8.4,0.132977769929413,1.5,0.0,3.51874958333333,4.73333333333333,0.0001,1,4,1.0,1,1,1,3,1,1,1.0,1
36425,21,1,car,1,1,0,1,1,0,15.4833333333333,29.1833333333333,0.0,15.4833333333333,22.2166666666667,67.3333333333333,0.785610032854169,4.6,0.0,7.09374375,14.9166666666667,0.0001,1,4,2.0,1,1,1,3,1,1,1.0,1
36596,22,1,car,1,1,0,1,1,0,11.2833333333333,25.4,18.95,11.2833333333333,21.9333333333333,66.45,0.744094454379319,4.6,4.6,6.54314,12.4333333333333,19.6666666666667,1,4,2.0,1,1,1,3,1,1,1.0,1
36815,23,3,rail,1,1,1,1,1,0,18.35,10.1333333333333,9.0,18.35,12.95,40.9166666666667,8.44326240219508,2.3,2.9,7.99295833333333,12.9833333333334,6.95,1,4,2.0,1,1,1,3,1,1,1.0,1
36814,24,6,walking,0,0,0,1,0,1,6.85,0.0,0.0,6.85,3.13333333333333,6.85,0.430591328920495,0.0,0.0,4.15733833333333,0.0001,0.0001,1,4,4.0,1,1,1,3,1,1,1.0,1
36824,25,3,rail,0,0,1,1,1,0,12.0666666666667,4.0,4.0,12.0666666666667,14.1666666666667,42.1666666666667,0.534570059410564,2.3,2.9,5.76860416666667,6.8,6.8,1,4,1.0,1,1,1,3,1,1,1.0,1
36870,26,1,car,1,1,0,1,1,0,18.35,35.15,0.0,18.35,22.9333333333333,67.0666666666667,0.775561081957887,4.6,0.0,7.36131958333333,12.2166666666667,0.0001,1,4,2.0,1,1,1,3,1,1,1.0,1
37100,27,1,car,1,1,0,1,1,0,16.6166666666667,32.15,0.0,16.6166666666667,21.9666666666667,66.45,0.744973423812032,4.6,0.0,7.08834791666667,11.9666666666667,0.0001,1,4,2.0,1,1,1,3,1,1,1.0,1
37382,28,3,rail,0,1,1,1,1,0,11.6,6.45,9.0,11.6,14.5166666666667,40.7333333333333,3.3049694658191,2.3,2.9,5.71153208333333,19.5,12.6,1,4,4.0,1,1,1,3,1,1,1.0,1
37437,29,3,rail,0,1,1,1,1,1,10.9333333333333,15.0,9.0,10.9333333333333,12.65,37.4,8.45493020717917,2.3,2.9,5.41174375,5.8833333333333,5.6,1,4,2.0,1,1,1,3,1,1,1.0,1
37509,30,6,walking,0,0,0,1,0,1,6.5,1.0,0.0,6.5,2.1,5.36666666666667,3.93958603376636,1.5,0.0,4.56443708333333,2.05,0.0001,1,4,4.0,1,1,1,3,1,1,1.0,1
37568,31,3,rail,0,1,1,1,1,0,13.8333333333333,13.0,4.0,13.8333333333333,16.1833333333333,40.3166666666667,0.457481091205094,2.3,2.9,5.70024125,7.15,2.8,1,4,1.0,1,1,1,3,1,1,1.0,1
37596,32,6,walking,0,1,0,0,0,1,3.83333333333333,3.73333333333333,0.0,3.83333333333333,2.46666666666667,8.91666666666667,0.128309492271016,1.5,0.0,3.46545125,3.6,0.0001,1,4,4.0,1,1,1,3,1,1,1.0,1
34833,33,6,walking,0,1,0,1,0,1,8.95,15.0,0.0,8.95,9.78333333333333,33.8833333333333,0.536794839088327,2.3,0.0,5.10196333333333,10.95,0.0001,1,2,2.0,2,1,1,1,0,1,1.0,0
34827,34,6,walking,0,1,0,1,0,1,8.73333333333333,3.0,0.0,8.73333333333333,4.16666666666667,9.23333333333333,0.261855473269598,1.5,0.0,4.27890125,3.38333333333333,0.0001,1,2,1.0,2,1,1,1,0,1,1.0,0
34825,35,6,walking,0,1,0,1,0,1,8.53333333333333,8.23333333333333,7.1,8.53333333333333,8.9,28.4,0.379182396222701,2.3,6.05972408619619,4.85746125,4.19999999999997,6.35,1,2,1.0,2,1,1,1,0,1,1.0,0
35283,36,6,walking,0,1,0,0,0,1,0.516666666666667,0.316666666666667,0.0,0.516666666666667,10.0333333333333,22.0833333333333,0.103220023475321,1.5,0.0,3.21496291666667,19.25,0.0001,1,2,1.0,2,1,1,1,1,1,1.0,0
35313,37,2,bus,0,1,1,1,0,0,25.9666666666667,53.0,22.0,25.9666666666667,51.8166666666667,193.366666666667,2.41917274021096,3.4,6.05972408619619,15.7231516666667,0.0001,19.7,1,2,1.0,2,1,1,1,1,1,1.0,0
35416,38,4,taxi,0,1,0,1,0,0,5.63333333333333,15.55,3.21666666666667,5.63333333333333,15.7333333333333,49.2,0.430229812879625,2.3,2.3,5.10481125,17.3333333333333,30.15,1,2,1.0,2,1,1,1,1,1,1.0,0
35529,39,4,taxi,0,1,0,1,0,0,10.1833333333333,11.0,0.0,10.1833333333333,12.3,39.9333333333333,0.782525791503424,2.3,0.0,5.603765,20.5,0.0001,1,2,3.0,2,1,1,1,1,1,1.0,0
35538,40,4,taxi,0,1,0,1,0,1,8.51666666666667,4.0,0.0,8.51666666666667,5.3,12.9166666666667,1.49223890726785,1.5,0.0,4.71668541666667,4.98333333333333,0.0001,1,2,3.0,2,1,1,1,1,1,1.0,0
35556,41,6,walking,0,0,0,1,0,1,5.3,0.0,0.0,5.3,4.8,6.83333333333333,0.497856557166236,0.0,0.0,3.92552583333333,0.0001,0.0001,1,2,3.0,2,1,1,1,1,1,1.0,0
35572,42,4,taxi,0,1,0,1,0,0,6.6,8.48333333333333,8.48333333333333,6.6,12.1166666666667,40.4166666666667,0.42611802920701,2.3,2.3,5.07698333333333,16.2333333333334,16.2333333333334,1,2,1.0,2,1,1,1,1,1,1.0,0
35756,43,4,taxi,0,1,0,1,0,0,8.5,27.0,0.0,8.5,17.75,47.8833333333333,1.93691564394533,2.3,0.0,5.55181333333333,10.9333333333333,0.0001,1,2,2.0,2,1,1,1,1,1,1.0,0
35755,44,4,taxi,0,1,0,1,0,1,8.08333333333333,13.0,0.0,8.08333333333333,13.3,34.75,0.497660496724161,2.3,0.0,5.5081325,9.65,0.0001,1,2,2.0,2,1,1,1,1,1,1.0,0
35775,45,4,taxi,0,1,0,1,0,1,5.86666666666667,10.0,0.0,5.86666666666667,7.55,17.8833333333333,1.57936900091224,1.5,0.0,4.17567791666667,3.7,0.0001,1,2,4.0,2,1,1,1,1,1,1.0,0
35811,46,4,taxi,0,1,0,1,0,0,6.86666666666667,14.05,6.08333333333333,6.86666666666667,12.1166666666667,40.4333333333333,0.426207892123693,2.3,2.3,5.10480291666667,11.7,22.0666666666667,1,2,1.0,2,1,1,1,1,1,1.0,0
36004,47,4,taxi,0,1,0,1,0,1,7.66666666666667,4.05,0.0,7.66666666666667,8.31666666666667,20.7333333333333,0.365050439101515,1.5,0.0,4.78467416666667,7.3833333333333,0.0001,1,2,1.0,2,1,1,1,1,1,1.0,0
36003,48,1,car,1,1,1,1,0,0,16.2,32.7,11.4166666666667,16.2,38.5,124.5,1.23613337982326,4.6,6.05972408619619,9.61984708333333,12.3,31.1333333333333,1,2,2.0,2,1,1,1,1,1,1.0,0
36415,49,4,taxi,0,1,1,1,0,0,20.2333333333333,31.0,13.9666666666667,20.2333333333333,44.5666666666667,153.433333333333,1.55194182840468,3.4,2.01990802873206,11.2697975,13.9166666666667,28.2833333333333,1,2,4.0,2,1,1,1,1,1,1.0,0
36483,50,6,walking,0,0,0,1,0,1,8.35,0.0,0.0,8.35,3.53333333333333,7.16666666666667,0.359030710258822,0.0,0.0,4.69036333333333,0.0001,0.0001,1,2,1.0,2,1,1,1,1,1,1.0,0
36578,51,4,taxi,0,1,1,1,0,0,21.65,27.9,13.6666666666667,21.65,44.2333333333333,149.6,1.64559062569708,6.1,2.01990802873206,11.6994620833333,20.2833333333333,38.0833333333333,1,2,1.0,2,1,1,1,1,1,1.0,0
36620,52,1,car,1,1,0,1,0,0,12.9333333333333,19.05,19.05,12.9333333333333,28.1333333333333,98.5166666666667,0.966194614674269,2.3,2.3,8.08592125,5.75,5.75,1,2,4.0,2,1,1,1,1,1,1.0,0
36931,53,4,taxi,0,1,0,1,0,1,5.03333333333333,3.45,0.0,5.03333333333333,5.38333333333333,19.3333333333333,0.257994161685445,1.5,0.0,4.16611625,6.7666666666667,0.0001,1,2,2.0,2,1,1,1,1,1,1.0,0
36986,54,4,taxi,0,1,0,1,0,1,7.1,8.31666666666667,0.0,7.1,12.2833333333333,33.7333333333333,7.24475980953212,2.3,0.0,4.92887083333333,9.53333333333333,0.0001,1,2,2.0,2,1,1,1,1,1,1.0,0
37025,55,4,taxi,0,1,0,1,0,0,8.6,13.05,9.08333333333333,8.6,15.8166666666667,49.9666666666667,0.582038465357521,2.3,2.3,5.98461458333333,23.25,25.5166666666667,1,2,1.0,2,1,1,1,1,1,1.0,0
37199,56,4,taxi,0,1,0,1,0,1,5.3,5.0,0.0,5.3,5.38333333333333,19.3666666666667,0.258555197666987,1.5,0.0,4.19490833333333,11.3833333333333,0.0001,1,2,2.0,2,1,1,1,1,1,1.0,0
34875,57,2,bus,0,1,0,1,0,1,8.16666666666667,7.46666666666667,7.46666666666667,8.16666666666667,8.01666666666667,23.7666666666667,0.706561554149868,2.3,2.3,6.13810166666667,2.81666666666663,2.81666666666663,1,1,2.0,2,1,2,1,0,1,1.0,0
35075,58,2,bus,0,1,0,1,0,0,8.33333333333333,20.0,0.0,8.33333333333333,15.6333333333333,40.7666666666667,0.652424594291968,4.6,0.0,6.30446375,24.6333333333333,0.0001,1,1,1.0,2,1,2,1,0,1,1.0,0
35099,59,2,bus,0,1,0,1,0,1,11.5166666666667,19.1333333333333,0.0,11.5166666666667,13.8666666666667,36.3166666666667,0.961425562119181,2.3,0.0,6.71536291666667,12.4666666666667,0.0001,1,1,4.0,2,1,2,1,0,1,1.0,0
35368,60,1,car,1,1,1,1,0,0,22.3333333333333,47.9833333333333,22.7166666666667,22.3333333333333,52.6,147.4,1.48374974749912,6.8,14.3,11.02067875,18.6166666666667,45.2833333333333,1,2,2.0,3,3,1,2,0,1,1.0,1
35376,61,1,car,1,1,1,1,0,0,22.7333333333333,50.5,22.4833333333333,22.7333333333333,50.8166666666667,139.6,1.71873486481991,5.7,18.7,12.29189125,12.8833333333333,49.05,1,2,4.0,3,3,1,2,0,1,1.0,1
35393,62,1,car,1,1,0,1,0,1,8.7,2.4,0.0,8.7,4.31666666666667,16.35,0.443037912614036,1.5,0.0,5.24312208333333,7.8166666666667,0.0001,1,2,3.0,3,3,1,2,0,1,1.0,1
35394,63,1,car,1,1,0,1,0,1,10.8833333333333,2.65,0.0,10.8833333333333,7.71666666666667,23.3,0.4914695467719,1.5,0.0,5.5208875,13.3,0.0001,1,2,3.0,3,3,1,2,0,1,1.0,1
35463,64,6,walking,0,1,0,0,0,1,3.45,1.55,0.0,3.45,4.61666666666667,10.25,0.126192685253285,1.5,0.0,3.42664583333333,7.28333333333333,0.0001,1,2,4.0,3,3,1,2,0,1,1.0,1
35597,65,1,car,1,1,1,1,0,0,20.55,32.0,10.0,20.55,43.6166666666667,132.066666666667,1.61364801842585,3.0,4.5,11.6897970833333,25.4833333333333,43.2,1,2,4.0,3,3,1,2,0,1,1.0,1
35601,66,6,walking,0,1,0,1,0,1,7.11666666666667,3.61666666666667,0.0,7.11666666666667,3.75,9.8,1.17022912871393,1.5,0.0,4.25566416666667,5.65,0.0001,1,2,4.0,3,3,1,2,0,1,1.0,1
35752,67,1,car,1,1,0,1,0,0,18.5333333333333,59.0,29.0,18.5333333333333,48.5166666666667,129.216666666667,1.2663905683408,5.3,4.6,9.82108625,10.8333333333333,24.75,1,2,2.0,3,3,1,2,0,1,1.0,1
35804,68,3,rail,1,1,1,1,0,0,29.9166666666667,27.0,12.0,29.9166666666667,39.0666666666667,122.066666666667,2.04405661331385,3.0,4.5,13.9559479166667,12.0666666666667,28.5333333333333,1,2,4.0,3,3,1,2,0,1,1.0,1
35815,69,6,walking,0,1,0,1,0,1,6.01666666666667,2.3,0.0,6.01666666666667,3.48333333333333,7.05,0.995009497744207,1.5,0.0,3.94938666666667,5.11666666666667,0.0001,1,2,4.0,3,3,1,2,0,1,1.0,1
35893,70,3,rail,0,1,1,1,0,0,24.3,27.0,12.0,24.3,41.45,125.466666666667,1.54344113572109,3.0,4.5,11.3890458333333,14.85,31.1166666666667,1,2,1.0,3,3,1,2,0,1,1.0,1
35985,71,2,bus,0,1,0,1,0,1,9.36666666666667,1.53333333333333,0.0,9.36666666666667,2.03333333333333,5.68333333333333,1.3960809074692,1.5,0.0,4.69440416666667,4.26666666666667,0.0001,1,2,2.0,3,3,1,2,0,1,1.0,1
35998,72,2,bus,0,1,0,1,0,0,10.3833333333333,10.9333333333333,10.9333333333333,10.3833333333333,22.3833333333333,63.0,0.607878507228007,2.3,2.3,6.12947875,2.1,2.1,1,2,2.0,3,3,1,2,0,1,1.0,1
35999,73,2,bus,0,1,0,0,0,1,4.7,5.25,4.55,4.7,8.01666666666667,27.05,0.264257479128476,2.3,1.5,4.21558458333333,4.7833333333333,5.5166666666667,1,2,2.0,3,3,1,2,0,1,1.0,1
36009,74,2,bus,0,1,0,1,0,1,5.75,6.48333333333333,6.48333333333333,5.75,7.81666666666667,31.1666666666667,0.313261650857003,2.3,2.3,4.55077458333333,0.95,0.95,1,2,2.0,3,3,1,2,0,1,1.0,1
34782,75,2,bus,0,1,0,1,1,0,21.1166666666667,44.0,26.65,21.1166666666667,29.35,93.3833333333333,9.07328558531147,0.69041095890411,3.8,8.96312666666667,6.1333333333333,16.65,1,3,2.0,3,1,1,1,0,1,1.0,0
35018,76,6,walking,0,1,0,1,1,1,5.93333333333333,9.31666666666667,8.4,5.93333333333333,14.1,36.6166666666667,0.345470216271743,1.03561643835616,2.3,4.7314875,2.11666666666663,2.6833333333333,1,3,1.0,3,1,1,1,0,1,1.0,0
35064,77,6,walking,0,1,0,0,0,1,2.51666666666667,2.2,2.2,2.51666666666667,4.56666666666667,15.7833333333333,0.155337982063115,1.03561643835616,1.5,3.56632416666667,6.26666666666667,6.26666666666667,1,3,1.0,3,1,1,1,0,1,1.0,0
35446,78,2,bus,0,1,0,1,1,1,6.38333333333333,5.68333333333333,0.0,6.38333333333333,5.6,15.8,0.224806338084558,1.03561643835616,0.0,4.13868,2.3,0.0001,1,3,1.0,3,1,1,1,0,1,1.0,0
36173,79,2,bus,0,1,0,1,1,0,22.5833333333333,42.0,23.5166666666667,22.5833333333333,29.7,95.9,6.19442288747633,0.69041095890411,2.3,9.68285875,3.3833333333333,21.4833333333333,1,3,2.0,3,1,1,1,0,1,1.0,0
36201,80,2,bus,0,1,0,1,1,1,7.33333333333333,11.8,7.03333333333333,7.33333333333333,8.28333333333333,28.6,0.366531225727763,0.69041095890411,2.3,4.8127475,1.6666666666667,7.73333333333337,1,3,1.0,3,1,1,1,0,1,1.0,0
36205,81,2,bus,0,1,0,1,1,0,11.0,16.1666666666667,15.0,11.0,24.3,65.0166666666667,0.767658489244505,0.69041095890411,2.3,7.00277958333333,2.25,1.8,1,3,1.0,3,1,1,1,0,1,1.0,0
34780,82,6,walking,0,0,0,1,0,1,11.95,2.05,0.0,11.95,2.55,6.76666666666667,0.689806684016901,0.517808219178082,0.0,5.28790083333333,1.9,0.0001,1,2,2.0,4,3,1,3,0,1,1.0,1
34855,83,3,rail,0,1,1,1,1,0,24.7166666666667,52.05,14.0,24.7166666666667,53.4833333333333,174.416666666667,2.06234149119707,0.517808219178082,8.13095696290852,13.9621991666667,10.85,17.8333333333333,1,2,1.0,4,3,1,3,0,1,1.0,1
34951,84,2,bus,0,1,1,1,0,0,20.0833333333333,17.0,12.0,20.0833333333333,23.25,75.6666666666667,8.80912744723821,1.03561643835616,1.03561643835616,7.91048125,17.2,36.7666666666667,1,1,2.0,3,2,1,3,0,0,1.0,0
35056,85,2,bus,0,1,1,1,0,0,17.9166666666667,26.1666666666667,8.0,17.9166666666667,24.6833333333333,81.8166666666667,1.15341063862095,1.03561643835616,1.03561643835616,9.11991791666667,15.2333333333333,34.8333333333333,1,1,1.0,3,2,1,3,0,0,1.0,0
35210,86,2,bus,0,1,1,1,0,0,13.4,17.3833333333333,9.0,13.4,23.2833333333333,75.8,8.8130380410338,2.07123287671233,2.07123287671233,7.23419208333333,16.5333333333334,36.9,1,1,2.0,3,2,1,3,0,0,1.0,0
35310,87,2,bus,0,1,1,1,0,0,12.0666666666667,22.2666666666667,8.0,12.0666666666667,24.2833333333333,78.2166666666667,0.966786016749968,1.03561643835616,2.07123287671233,7.88379166666667,17.9333333333333,36.45,1,1,1.0,3,2,1,3,0,0,1.0,0
35332,88,2,bus,0,1,0,1,0,0,6.21666666666667,9.05,9.05,6.21666666666667,11.0166666666667,37.5833333333333,0.411426772226189,1.03561643835616,2.07123287671233,4.94384541666667,2.7333333333333,2.7333333333333,1,1,2.0,3,2,1,3,0,0,1.0,0
35434,89,2,bus,0,1,1,1,0,0,15.2333333333333,17.15,9.0,15.2333333333333,24.7666666666667,77.4666666666667,8.83658781089591,1.03561643835616,1.03561643835616,7.50185375,8.95,39.2166666666667,1,1,2.0,3,2,1,3,0,0,1.0,0
35486,90,2,bus,0,1,1,1,0,0,13.75,19.45,8.0,13.75,25.1833333333333,78.9166666666667,1.04408723169624,1.03561643835616,1.03561643835616,8.36169833333333,14.6,35.95,1,1,1.0,3,2,1,3,0,0,1.0,0
35550,91,2,bus,0,1,0,1,0,0,14.1166666666667,21.8,11.9833333333333,14.1166666666667,23.2666666666667,75.8333333333333,8.81126854837469,1.03561643835616,2.07123287671233,7.30424666666667,6.65,18.6166666666667,1,1,2.0,3,2,1,3,0,0,1.0,0
35675,92,2,bus,0,1,1,1,0,0,12.6166666666667,16.5833333333333,8.0,12.6166666666667,24.4166666666667,78.2333333333333,0.939597154639215,1.03561643835616,2.07123287671233,7.83659541666667,9.0333333333334,34.7,1,1,1.0,3,2,1,3,0,0,1.0,0
35729,93,2,bus,0,1,1,1,0,0,23.15,17.0,12.0,23.15,23.2333333333333,75.6833333333333,5.4636431376666,0.517808219178082,1.03561643835616,8.23064958333333,17.2166666666667,36.7833333333333,1,1,2.0,3,2,1,3,0,0,1.0,0
35887,94,2,bus,0,1,1,1,0,0,15.2333333333333,13.0,8.0,15.2333333333333,23.8833333333333,77.4333333333333,0.954440753913488,0.517808219178082,1.03561643835616,8.17579625,15.2833333333333,33.2833333333333,1,1,1.0,3,2,1,3,0,0,1.0,0
35957,95,2,bus,0,1,0,1,0,0,14.4666666666667,21.8,11.9833333333333,14.4666666666667,24.5833333333333,76.65,2.15159598960173,0.69041095890411,1.03561643835616,7.37415916666667,8.4,20.3666666666667,1,1,4.0,3,2,1,3,0,0,1.0,0
36040,96,2,bus,0,1,1,1,0,0,20.5666666666667,29.0,8.0,20.5666666666667,25.55,79.1333333333333,0.94932820837762,0.69041095890411,1.03561643835616,8.67626916666667,10.95,35.7,1,1,1.0,3,2,1,3,0,0,1.0,0
36077,97,4,taxi,0,1,1,1,0,0,14.1,20.6,7.0,14.1,21.9,73.0666666666667,3.05515710372618,0.69041095890411,1.03561643835616,7.20723333333333,6.0833333333333,36.75,1,1,4.0,3,2,1,3,0,0,1.0,0
36138,98,4,taxi,0,1,1,1,0,0,12.5333333333333,9.98333333333333,8.0,12.5333333333333,24.9166666666667,81.1333333333333,0.896740330017972,0.69041095890411,0.69041095890411,7.3821625,32.35,32.6166666666667,1,1,1.0,3,2,1,3,0,0,1.0,0
36184,99,2,bus,0,1,1,1,0,0,13.8833333333333,21.8,11.0,13.8833333333333,23.2666666666667,75.8166666666667,8.81368993862846,0.69041095890411,0.69041095890411,7.28567875,6.65,36.9166666666667,1,1,2.0,3,2,1,3,0,0,1.0,0
36330,100,2,bus,0,1,1,1,0,0,14.25,16.5333333333333,8.0,14.25,25.5333333333333,80.9,0.968608312207139,0.69041095890411,0.69041095890411,8.07840833333333,15.4333333333334,36.2,1,1,1.0,3,2,1,3,0,0,1.0,0
36397,101,2,bus,0,1,1,1,0,0,11.55,21.05,14.0,11.55,23.2833333333333,75.85,8.8117347206179,1.03561643835616,2.07123287671233,7.04213583333333,6.6833333333333,36.95,1,1,2.0,3,2,1,3,0,0,1.0,0
36526,102,2,bus,0,1,0,1,0,0,14.2666666666667,13.2333333333333,13.2333333333333,14.2666666666667,25.15,78.3166666666667,0.940063107404688,1.03561643835616,2.07123287671233,8.00669291666667,12.2333333333334,12.2333333333334,1,1,1.0,3,2,1,3,0,0,1.0,0
36657,103,2,bus,0,1,0,1,0,0,14.1166666666667,12.05,11.0833333333333,14.1166666666667,23.25,75.7333333333333,8.81247921401724,1.03561643835616,2.07123287671233,7.30619166666667,17.25,18.5166666666667,1,1,2.0,3,2,1,3,0,0,1.0,0
36731,104,2,bus,0,1,1,1,0,0,12.8333333333333,15.5333333333333,8.0,12.8333333333333,23.8833333333333,77.4166666666667,0.959643663953542,1.03561643835616,2.07123287671233,7.93952125,15.8833333333334,33.9333333333333,1,1,1.0,3,2,1,3,0,0,1.0,0
36787,105,2,bus,0,1,0,1,0,0,14.0,17.15,17.15,14.0,23.2833333333333,75.85,6.04914025190786,0.414246575342466,2.07123287671233,7.29471958333333,6.6666666666667,6.6666666666667,1,1,2.0,3,2,1,3,0,0,1.0,0
36844,106,6,walking,0,1,0,1,0,1,10.7833333333333,2.0,0.0,10.7833333333333,1.43333333333333,5.0,0.874471783062019,0.414246575342466,0.0,5.00153375,3.0,0.0001,1,1,3.0,3,2,1,3,0,0,1.0,0
36878,107,6,walking,0,1,0,1,0,1,6.58333333333333,2.0,0.0,6.58333333333333,5.78333333333333,14.6833333333333,0.266575162935021,0.414246575342466,0.0,4.27247625,9.8833333333333,0.0001,1,1,4.0,3,2,1,3,0,0,1.0,0
36920,108,6,walking,0,1,0,1,0,1,6.16666666666667,2.0,0.0,6.16666666666667,5.33333333333333,14.0,0.608403038513899,0.414246575342466,0.0,4.14321541666667,10.2833333333333,0.0001,1,1,3.0,3,2,1,3,0,0,1.0,0
36937,109,2,bus,0,1,1,1,0,0,22.0833333333333,18.3333333333333,8.0,22.0833333333333,24.8166666666667,79.6166666666667,0.975223358675125,0.414246575342466,2.07123287671233,8.93724375,11.4,36.6333333333333,1,1,1.0,3,2,1,3,0,0,1.0,0
37054,110,2,bus,0,1,1,1,0,0,14.1833333333333,29.3833333333333,12.0,14.1833333333333,22.25,71.0,7.28017383497348,1.03561643835616,1.03561643835616,7.3412275,1.7833333333334,31.2666666666667,1,1,3.0,3,2,1,3,0,0,1.0,0
37142,111,2,bus,0,1,1,1,0,0,22.7833333333333,17.0,8.0,22.7833333333333,25.6833333333333,79.3,0.945620930324761,1.03561643835616,1.03561643835616,8.898615,14.3,35.4166666666667,1,1,1.0,3,2,1,3,0,0,1.0,0
37216,112,2,bus,0,1,0,1,0,0,18.0333333333333,18.0,5.06666666666667,18.0333333333333,15.05,49.45,0.538672555153469,1.03561643835616,1.5,6.49251125,12.65,30.1333333333333,1,1,2.0,3,2,1,3,0,0,1.0,0
